,trace,Adduser,Hydra_FTP,Hydra_SSH,Java_Meterpreter,Meterpreter,Web_Shell
423,3 221 140 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 3 4 4 4 3 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4,0,0,0,0,0,0
424,11 45 33 33 6 125 195 125 122 174 45 199 5 5 3 85 195 5 45 3 195 140 195 3 3 3 195 3 3 3 3 140 3 140 140 6 195 195 140 140 6 3 6 3 3 140 140 6 195 5 54 3 3 6 195 195 125 3 6 195 195 195 140 3 195 192 125 45 195 5 3 195 3 3 6 45 195 54 3 45 3 6 195 195 195 195 195 195 195 195 195 140 140 6 195 195 3 45 3 195 195 3 140 125 3 45 3 6 3 6 195 195 5 140 140 195 3 3 6 3 6 3 195 195 195 3 45 3 140 3 3 195 195 195 195 140 140 140 195 5 192 125 195 3 45 3 140 140 195 140 3 3 6 195 195 195 3 3 6 3 3 6 195 45 3 3 3 3 3 6 45 195 195 3 3 195 195 3 140 140 6 195 3 140 140 6 140 140 6 54 3 45 140 195 195 195 195 140 140 3 140 120 195 195 195 195 195 195 195 3 140 3 3 6 3 3 45 45 195 195 195 3 140 140 6 3 6 3 45 3 3 3 195 3 6 3 3 6 195 195 195 3 140 140 6 195 5 125 3 3 6 195 195 33 125 5 5 91 3 3 6 3 6 3 195 195 195 3 6 195 195 3 3 3 45 3 3 6 3 6 3 6 195 195 5 54 140 195 195 195 195 195 3 3 6 195 195 195 195 54 195 3 45 3 6 3 3 3 3 3 45 3 3 195 5 54 140 197 3 195 3 195 3 6 45 3 3 6 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 45 45 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 45 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 45 3 3 3 3 3 3 3 3 3 3 45 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 45 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 45 45 3 3 3 3 3 3 3 3 3 3 3 3 3 3 6 195 195 195 195 195 195 195 195 195 3 45 3 6 42 42 120 3 54 3 42 120 6 6 3 6 54 5 5 3 45 3 6 195 42 54 140 54 140 221 221 42 54 140 54 140 221 221 120 6 6 175 174 175 4 195 195 195 195 195 195 195 3 42 120 6 6 175 174 7 5 4 4 4 4 4 4 4 4 4 45 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,0,0,0,0,0,0
425,11 45 33 192 19 19 19 3 19 3 19 19 3 19 19 3 3 3 19 3 19 3 3 19 3 19 3 19 3 19 19 3 3 19 3 45 45 174 174 174 19 3 19 3 19 3 19 3 19 3 19 3 19 19 3 3 19 3 3 19 19 19 19 3 19 19 3 3 3 19 19 19 3 3 19 19 3 3 19 3 3 19 3 3 3 3 3 3 3 3 19 3 3 3 19 3 19 19 19 3 19 19 3 3 3 19 3 3 3 3 3 3 19 19 3 19 19 19 19 3 3 19 19 19 3 19 19 3 3 3 3 3 19 3 19 19 19 3 3 19 3 19 3 19 3 19 19 19 3 3 3 3 19 3 19 3 3 19 19 3 3 3 3 19 19 3 19 19 3 3 3 19 19 3 3 3 19 19 3 3 19 19 3 3 3 3 19 3 3 19 3 3 3 3 3 3 19 3 19 19 19 19 3 19 19 3 3 3 19 19 3 19 19 3 19 19 3 19 3 19 3 19 3 19 19 19 3 19 3 19 19 3 19 19 3 3 3 3 3 3 19 19 221 6 45 45 5 220 3 3 196 196 3 19 19 196 196 19 3 196 196 196 19 196 19 196 3 196 196 196 19 19 3 196 3 3 19 3 3 19 196 196 196 3 196 196 196 196 196 196 19 3 196 19 3 3 196 19 3 3 196 196 196 196 196 19 3 196 196 196 3 19 120 7 119 3 7 7 119 3 3 19 196 196 196 19 196 196 196 196 196 196 196 19 196 196 196 196 3 196 3 196 3 19 196 196 196 196 3 3 196 196 19 196 19 3 196 19 196 196 196 3 19 196 196 196 3 3 196 19 3 19 19 196 19 196 196 196 196 19 196 3 19 19 196 196 3 196 19 196 3 196 196 196 3 19 196 196 196 196 3 196 3 196 196 196 196 3 196 196 19 196 196 19 3 196 196 19 196 3 3 19 120 3 3 7 19 196 196 196 3 3 196 3 196 3 196 19 196 3 196 196 196 196 19 196 196 3 19 196 196 19 196 196 3 196 196 196 3 196 196 19 3 196 19 19 19 3 196 220 196 196 196 3 3 196 196 196 196 196 3 19 196 3 3 196 19 175 120 175 120 120 6 6 196 196 19 19 196 196 196 196 196 196 19 196 196 196 196 196 196 3 196 196 3 3 196 19 19 3 19 196 196 196 3 19 3 196 196 196 196 196 6 118 221 6 38 221 5 118 221 6 5 4 5 3 3 4 19 3 19 221 195 4 3 3 3 19 19 3 3 19 3 19 19 6 3 19 19 3 3 19 3 19 19 19 19 19 3 3 19 19 19 19 19 3 3 10 3 5 197 4 19 19 3 3 3 3 3 19 19 3 3 19 3 3 5 10 3 19 19 220 192 19 3 3 3 3 3 3 3 221 195 3 197 3 19 3 3 3 19 19 3 3 3 3 19 19 221 10 3 19 3 19 5 19 19 10 4 19 3 3 19 19 19 221 6 4 19 19 19 221 5 3 5 19 3 6 4 19 3 19 19 3 6 3 19 3 3 19 3 3 3 12 5 4 19 19 3 19 5 4 3 3,0,0,0,0,0,0
426,174 174 174 174 174 174 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 66 54 11 45 33 60 3 197 199 201 33 5 3 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 91 6 5 220 220 6 5 221 221 197 192 4 4 140 5 197 192 3 3 6 91 5 221 221 221 195 221 5 3 3 6 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 5 197 192 197 140 221 221 13 5 197 197 192 3 140 3 6 91 4 5 221 221 197 192 3 3 4 13 195 4 4 5 13 195 4 4 4 194 118 6 91 38 5 45 118 45 6 5 221 221 197 192 4 4 140 13 195 4 4 118 38 118 6 5 7 5 13 4 118 6 91 38 5 118 6 5 221 221 197 192 4 4 140 221 221 221 195 5 197 3 13 195 4 4 4 118 6 91 118 6 5 4 38 118 6 221 118 6 91 38 118 6 5 4 4 4 118 118 6 5 221 221 4 118 6 91 38 118 6 5 221 221 192 4 4 5 4 194 118 6 118 6 5 221 221 197 4 4 4 118 6 118 6 5 221 221 197 4 140 120 174 174 118 6 91 38 5 118 6 5 221 221 197 192 4 4 140 221 221 221 192 197 38 118 6 221 4 13 195 4 4 194 118 6 91 38 118 6 5 221 221 197 192 4 4 195 120 174 174 7 174 174 6 195 4 4 194 38 118 6 5 221 5 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 118 118 6 10 10 10 10 10 118 6 10,0,0,0,0,0,0
427,6 11 45 33 192 33 5 197 192 6 33 5 3 197 192 192 192 6 192 243 125 125 125 91 20 174 201 45 45 64 195 195 5 221 6 221 174 174 174 174 174 174 3 11 122 45 45 243 45 45 5 197 192 192 6 5 197 192 3 5 221 220 5 5 197 192 3 3 3 3 3 3 3 3 3 3 3 3 3 45 3 3 6 91 300 220 6 5 197 192 3 195 3 6 91 5 197 192 3 195 195 195 195 3 6 91 5 197 192 3 195 3 6 91 5 197 192 3 195 3 6 91 5 197 192 3 195 195 195 195 195 195 3 6 91 3 6 91 195 195 195 195 5 197 192 91 6 5 220 196 195 220 6 195 195 5 220 195 196 195 195 195 195 196 195 195 195 196 195 195 196 196 196 196 196 196 196 196 195 195 196 195 195 196 195 196 196 195 195 196 196 195 196 195 195 196 196 196 195 195 195 196 196 195 196 196 196 196 196 196 195 196 196 195 196 195 196 195 196 195 195 196 196 196 195 195 196 195 195 195 196 196 195 196 195 195 195 196 195 195 196 196 195 195 195 196 196 195 195 196 195 195 196 195 195 196 195 195 195 195 196 196 195 195 195 195 196 195 196 196 196 195 196 196 195 196 195 196 195 196 196 196 195 196 195 195 196 196 195 196 195 196 196 195 195 195 196 195 196 195 196 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 4 118 6 15 38 4 6 38,0,0,0,0,0,0
428,174 6 6 5 220 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 220 6 5 63 6 5 63 6 63 6 11 45 33 192 33 5 197 192 6 33 5 3 197 192 192 192 6 192 243 125 125 125 91 45 45 5 197 192 192 6 96 97 11 45 33 192 33 5 197 192 6 33 5 3 197 192 192 192 6 192 243 125 125 125 91 45 45 5 197 192 192 6 289 11 45 33 192 33 5 197 192 6 33 5 3 197 192 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 6 33 5 3 197 192 125 192 6 33 5 3 197 192 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 192 6 192 243 125 125 125 125 125 125 125 125 125 125 91 258 311 240 240 174 174 175 191 122 54 45 45 192 5 197 192 3 6 91 197 197 197 197 85 85 195 195 195 195 195 195 195 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 195 195 195 5 5 5 197 5 197 192 3 197 45 3 3 3 6 195 195 5 5 45 6 6 6 6 195 6 91 197 6 195 6 195 6 91 6 6 6 195 3 6 3 6 201 199 6 196 196 196 195 3 195 6 3 6 5 6 6 5 3 3 6 45 5 197 197 192 3 3 3 3 3 3 3 3 3 3 6 91 195 195 195 195 5 221 220 220 220 5 3 195 195 3 6 5 195 195 195 3 195 195 5 3 6 6 195 6 6 6 91 54 3 192 3 6 91 195 6 5 5 125 125 125 240 91 6 195 5 5 5 3 6 5 195 6 6 6 195 5 5 5 5 3 6 5 3 6 91 195 192 6 6 195 5 5 6 195 195 195 195 195 195 195 3 3 6 91 13 192 3 195 5 3 3 6 191 192 6 42 42 221 221 120 6 6 192 3 3 6 195 195 195 195 195 195 3 3 3 6 5 3 3 6 5 3 3 331 120 6 221 3 6 91 3 5 195 120 6 221 197 3 6 195 195 195 195 195 3 195 331 120 6 221 197 192 3 7 91 221 3 3 195 3 3 3 3 3 3 3 3 3 78 3 3 3 3 3 3 78 3 3 3 3 3 78 3 3 3 3 3 78 3 3 3 3 3 3 3 3 3 3 78 3 3 3 3 3 3 78 3 3 3 3 78 3 3 3 3 3 3 78 3 3 3 3 3 3 3 3 3 3 3 78 3 3 3 3 3 3 78 3 3 3 3 3 3 91 120 6 221 197 192 3 6 195 5 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 195 5 221 197 3 3 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 195 195 91 91 192 45 195 5 221 197 3 3 6 45 45 45 45 45 45 4 91 91 91 174,0,0,0,0,0,0
429,63 11 3 33 33 33 3 125 125 125 125 125 125 54 45 192 5 6 197 197 197 197 174 174 174 195 3 6 195 6 91 192 195 5 6 6 45 6 5 6 195 6 91 5 195 6 6 6 195 5 5 6 5 6 201 199 6 6 5 197 197 192 3 3 3 3 3 3 3 45 5 197 197 192 3 3 3 3 3 3 3 3 3 3 6 91 195 195 195 195 5 221 220 220 6 195 5 5 195 3 195 3 6 91 91 195 6 195 5 5 192 195 195 3 3 6 91 6 195 5 6 6 5 6 5 3 6 5 5 6 6 6 195 5 5 5 6 5 192 6 91 195 5 6 6 195 5 5 3 6 3 6 195 195 195 195 195 6 195 5 6 5 6 6 195 195 195 195 195 3 4,0,0,0,0,0,0
430,174 6 6 220 221 11 5 192 3 102 102 6 102 102 6 5 197 192 3 3 6 91 5 197 192 6 33 5 3 197 192 192 6 125 91 5 197 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 6 125 125 91 5 221 140 197 192 140 91 6 5 140 197 192 140 91 6 192 91 199 5 140 197 192 140 91 6 5 140 197 192 140 91 6 13 91 91 91 91 91 91 91 91 155 157 266 160 159 159 78 5 5 197 192 3 3 6 91 174 102 221 221 221 102 201 202 201 202 168 102 168 102 168 102 168 102 168 102 331 120 158 158 331 4 266 168 3 240 240 240 331 265 240 4 265 91 6 331 4 265 265 4 240 240 4,0,0,0,0,0,0
431,11 45 33 192 33 5 197 192 6 33 5 3 197 192 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 6 33 5 3 197 192 125 192 6 33 5 3 197 192 192 192 6 33 5 3 197 192 192 6 33 3 192 192 243 125 125 125 125 125 125 125 125 54 45 192 5 197 6 197 197 197 197 85 85 195 174 174 174 174 174 174 174 195 5 6 91 195 5 6 91 192 6 6 6 5 3 6 6 6 6 195 6 91 195 197 6 91 6 6 6 6 201 199 3 6 196 196 196 6 195 6 3 6 91 195 3 6 5 192 6 91 6 6 6 5 197 197 192 3 3 3 3 91 45 5 197 197 192 3 3 3 3 3 3 3 3 3 3 6 91 195 195 195 195 5 221 220 220 6 195 5 220 220 6 5 197 197 192 3 3 195 3 6 195 195 195 195 195 195 3 195 5 6 6 5 5 5 5 195 195 195 6 91 6 195 3 3 6 6 3 6 91 195 5 3 6 91 3 6 5 5 6 91 6 6 195 5 5 5 5 195 5 6 195 45 3 192 6 195 6 6 195 195 3 6 91 195 5 5 5 5 195 195 195 195 195 195 195 3 197 4,0,0,0,0,0,0
432,309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 309 309 309 3 54 54 54 54 102 309 54 54 54 309 3 54 54 54 54 309 54 54 54 54 54 54 54 54 54 54 54 309 54 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 309 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 309 3 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 309 309 3 54 54 54 54 54 309 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 309 3 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 309 3 54 54 54 54 54 309 309 3 54 54 54 54 54 309 3 54 54 54 309 309 3 54 54 54 54 54 309 3 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 309 3 54 54 54 54 54 3 309 3 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 309 3 54 54 54 54 54 309 3 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 54 309 3 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 54 54 54 54 309 3 54 265 54 91 6 54 6 91 91 240 309 3 240 309 3 240 219,0,0,0,0,0,0
433,175 174 174 174 57 175 54 175 6 3 6 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 11 45 33 192 33 5 197 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 6 33 5 3 197 192 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 6 33 5 3 197 192 192 6 192 192 243 125 125 125 125 125 125 125 125 125 91 258 311 240 240 174 174 175 191 122 268 45 45 5 197 192 3 3 6 91 5 197 192 192 6 54 54 54 54 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 5 221 220 196 196 220 6 197 192 4 174 174 174 174 174 174 174 174 174 174 174 174 6 91 6,0,0,0,0,0,0
434,175 174 174 174 57 175 54 175 6 3 6 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 11 45 33 192 33 5 197 192 6 33 5 3 197 192 125 192 6 33 5 3 197 192 192 192 6 33 5 3 197 192 192 192 6 192 243 125 125 125 125 125 91 45 45 5 197 192 192 6 5 197 192 3 3 6 91 5 5 5 5 195 5 197 192 3 3 195 5 197 192 3 5 5 197 192 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 6 91 45 3 142 78 78 3 78 142 78 3 175 175 78 142 78 175 175 175 174 142 142 4 174 3 3 78 142 78 3 78 142 78 3 175 175 78 142 78 175 175 175 174 142 142 4 174 3 78 142 78 3 78 142 78 3 175 175 78 142 78 175 175 175 174 142 142 4 174 3 78 142 78 3 78 142 78 3 175 175 78 142 78 175 175 175 174 142 142 4 174 3 78 142 78 3 78 142 78 3 175 175 78 142 78 175 175 175 174 142 142 4 174 3 78 142 78 3 78 142 78 3 175 175 78 142 78 175 175 175 174 142 142 4 174 3 78 142 78 3 78 142 78 3 175 175 78 142 78 175 175 175 174 142 142 4 174 3 78 142 78 3 78 142 78 3 175 175 78 142 78 175 175 175 174 142 142 4 174 3 78 142 78 3 78 142 78 3 175 175 78 142 78 175 175 175 174 142 142 4 174 3 78 142 78 3 78 142 78 3 175 175 78 142 78 175 175 175 174 142 142 4 174 3 78 142 78 3 78 142 78 3 175 175 78 142 78 175 175 175 174 142 142 4 174 3 78 142 78 3 78 142 78 3 175 175 78 142 78 175 175 175 174 142 142 4 174 3 78 142 78 3 78 142 78 3 175 175 78 142 78 175 175 175 174 142 142 4 174 3 78 142 78 3 78 142 78 3 175 175 78 142 78 175 175 175 174 142 142 4 174 3 78 142 78 3 78 142 78 3 175 175 78 142 78 175 175 175 174 142 142 174 3 78 142 78 3 78 142 78 3 175 175 78 142 78 175 175 175 174 142 142 174 3 78 142 78 3 78 142 78 3 175 175 78 142 78 175 175 175 174 142 142 174 3 78 142 78 3 78 142 78 3 175 175 78 142 78 175 175 175 174 142 142 174 3 78 142 78 3 78 142 78 3 175 175 78 142 78 175 175 175 174 142 142 174 3 78 142 78 3 78 142 78 3 175 175 78 142 78 175 175 175 174 142 142 174 3 78 142 78 3 78 142 78 3 175 175 78 142 78 175 175 175 174 142 142 4 174 175 175 78 142 78 175 175 175 174 142 142 4 174 3 175 175 78 142 78 175 175 175 174 142 142 4 174 3 3 175 175 78 142 78 183 195 183 195 195 196 195 60 60 5 60 221 197 192 140 4 6 91 195 175 175 175 174 142 142 4 174 175 175 78 142 78 174 142 142 4 174 4 54 54 54 54 54 54 5 15 197 192 4 6 91,0,0,0,0,0,0
